Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Female,Married,Banker,Balaka,13,SME,Phone,724,15,4812663,135842.89,4,4,27,0
Female,Married,Nurse,Zomba,8,Corporate,Phone,443,13,7756021,112203.25,4,3,31,0
Male,Single,Farmer,Thyolo,14,Corporate,Email,644,4,9750367,129895.19,4,5,34,0
Male,Married,Banker,Karonga,5,SME,Phone,758,11,1722626,149049.92,3,0,41,1
Male,Divorced,Farmer,Thyolo,8,Retail,Email,695,20,717309,153279.39,3,4,42,0
Male,Married,Civil Servant,Ntcheu,18,SME,Email,526,20,1062891,41473.33,1,2,42,1
Female,Divorced,Teacher,Ntcheu,7,SME,Phone,849,11,329312,0.0,4,3,40,0
Male,Married,Student,Thyolo,3,Retail,Email,450,6,9794272,113193.51,4,1,39,0
Male,Married,Student,Phalombe,16,Retail,Phone,807,8,804248,113174.21,4,5,27,0
Female,Married,Farmer,Lilongwe,20,Corporate,Email,727,6,1839782,0.0,4,5,24,0
Male,Single,Businessperson,Ntchisi,10,Retail,Phone,414,2,4994422,164951.56,3,5,42,0
Male,Divorced,Banker,Blantyre,4,SME,Phone,747,15,9476635,153325.1,4,2,27,0
Female,Married,Businessperson,Thyolo,15,Corporate,Email,685,19,4044176,134032.01,3,3,47,0
Female,Single,Civil Servant,Ntcheu,7,Corporate,Email,775,6,1137687,125445.04,4,4,32,0
Female,Single,Banker,Salima,2,SME,Email,730,2,4538640,126077.43,2,3,35,0
Female,Married,Farmer,Lilongwe,14,Corporate,Phone,678,19,7552457,0.0,3,0,31,0
Female,Divorced,Farmer,Likoma,16,SME,Phone,480,12,3795173,90371.09,3,5,28,0
Female,Married,Civil Servant,Ntcheu,11,Corporate,Email,429,14,169136,0.0,1,3,40,0
Female,Married,Teacher,Lilongwe,19,SME,Email,670,15,3856059,142802.02,1,2,47,0
Female,Divorced,Civil Servant,Chikwawa,3,Corporate,Phone,599,20,7866621,90537.16,3,2,28,0
Female,Single,Teacher,Mchinji,16,Retail,Phone,623,16,142992,0.0,3,3,44,0
Female,Divorced,Student,Neno,17,SME,Email,841,17,6268932,156123.73,1,1,23,0
Female,Divorced,Businessperson,Mzimba,19,Retail,Email,683,7,2671222,0.0,3,4,35,0
Male,Divorced,Farmer,Zomba,13,Retail,Phone,833,6,692493,141074.59,3,5,38,1
Male,Married,Nurse,Ntcheu,1,Corporate,Email,349,11,8254910,0.0,4,4,59,0
Female,Married,Banker,Neno,9,Corporate,Email,771,3,6373102,117899.95,4,0,42,0
Male,Married,Farmer,Dowa,8,Corporate,Phone,432,16,3608322,0.0,1,2,33,0
Male,Single,Civil Servant,Mangochi,3,SME,Email,696,6,6467877,166257.96,2,1,26,0
Female,Divorced,Businessperson,Chikwawa,12,SME,Phone,325,15,3483285,0.0,1,2,46,0
Female,Married,Engineer,Nkhata Bay,12,Retail,Email,526,6,6560575,169362.43,2,2,64,1
Male,Single,Driver,Mchinji,18,SME,Phone,363,20,752770,205962.0,2,0,26,0
Female,Divorced,Banker,Chiradzulu,14,Retail,Email,458,14,7883335,0.0,2,2,24,1
Male,Divorced,Engineer,Dedza,16,Retail,Email,397,16,8082012,126061.51,2,1,68,0
Female,Single,Engineer,Blantyre,15,Retail,Email,592,20,2003646,105627.95,3,5,21,0
Male,Divorced,Engineer,Nsanje,6,SME,Email,645,15,4847046,100606.02,2,5,32,0
Female,Married,Civil Servant,Mulanje,7,Corporate,Phone,405,8,6919951,0.0,3,0,38,0
Male,Married,Driver,Mzimba,5,Corporate,Email,779,1,4678017,0.0,2,0,38,0
Female,Single,Farmer,Phalombe,20,SME,Phone,758,7,3489428,138171.1,2,4,32,0
Female,Divorced,Civil Servant,Dedza,2,Retail,Phone,535,9,6798342,139395.08,1,1,31,0
Male,Divorced,Banker,Ntchisi,12,Corporate,Phone,634,6,279100,0.0,3,2,29,0
Female,Single,Engineer,Zomba,17,Retail,Email,392,13,1265070,0.0,2,1,37,0
Female,Divorced,Businessperson,Nkhotakota,12,SME,Email,369,3,2162301,109062.28,4,3,50,1
Female,Single,Engineer,Kasungu,17,Corporate,Email,520,12,6351725,89994.71,1,5,40,0
Male,Married,Engineer,Dedza,9,Retail,Email,808,16,6737725,0.0,2,0,36,0
Male,Single,Banker,Mwanza,13,SME,Phone,327,6,1350340,103996.74,4,5,59,0
Male,Single,Driver,Mulanje,10,SME,Phone,550,3,9511610,175111.11,4,2,34,0
Female,Single,Nurse,Mulanje,6,SME,Phone,431,1,3772817,66079.45,1,3,49,1
Male,Married,Driver,Thyolo,2,Retail,Email,759,10,5726867,148055.74,1,1,33,0
Male,Divorced,Engineer,Chitipa,13,SME,Phone,834,3,2710303,0.0,4,1,36,1
Female,Married,Driver,Mulanje,14,Corporate,Phone,661,9,732027,0.0,1,5,31,0
Male,Divorced,Teacher,Mwanza,9,Retail,Email,759,2,892936,0.0,2,2,40,0
Male,Divorced,Nurse,Dowa,11,Corporate,Phone,483,1,1060836,95994.98,1,1,47,0
Male,Single,Nurse,Blantyre,12,Retail,Phone,742,5,348142,0.0,1,4,37,0
Female,Married,Student,Ntchisi,12,Retail,Phone,775,13,9880608,110741.56,2,3,23,0
Male,Married,Banker,Ntcheu,6,Retail,Phone,378,5,7563991,0.0,2,1,35,0
Female,Single,Civil Servant,Ntcheu,1,Retail,Phone,562,19,7127395,0.0,4,3,28,0
Female,Divorced,Businessperson,Zomba,14,Retail,Email,637,20,8639022,0.0,2,5,32,1
Female,Single,Nurse,Chikwawa,14,SME,Email,472,6,7816440,96947.58,4,1,70,1
Male,Divorced,Civil Servant,Mulanje,9,Corporate,Phone,486,20,7571154,0.0,4,3,41,0
Male,Divorced,Engineer,Balaka,5,Corporate,Email,426,9,9839306,109786.82,3,5,30,0
Male,Married,Teacher,Chikwawa,1,SME,Email,452,2,2784568,0.0,1,5,35,0
Male,Divorced,Driver,Salima,19,SME,Phone,736,8,801305,0.0,1,4,31,0
Female,Married,Farmer,Likoma,6,Corporate,Email,725,19,2177529,102721.49,3,3,39,0
Male,Single,Farmer,Phalombe,2,Corporate,Phone,536,19,8709950,69478.57,2,1,33,1
Female,Single,Teacher,Dedza,9,SME,Email,801,18,9076135,156674.2,3,3,53,1
Female,Married,Businessperson,Mulanje,7,Retail,Email,655,6,2224659,174506.1,4,0,56,1
Female,Divorced,Farmer,Nkhata Bay,8,SME,Phone,455,19,2424338,166070.48,1,0,23,0
Female,Single,Driver,Dedza,3,Corporate,Email,467,14,6615860,105957.44,4,4,29,0
Male,Married,Teacher,Dedza,3,Corporate,Email,603,6,9339773,0.0,2,1,36,0
Male,Single,Teacher,Balaka,8,SME,Phone,776,2,6426277,110340.68,1,3,40,0
Male,Married,Student,Machinga,12,SME,Phone,461,6,7217603,0.0,3,0,33,0
Male,Single,Engineer,Phalombe,11,Retail,Email,577,3,5514955,135870.01,3,3,52,0
Male,Single,Nurse,Blantyre,3,Corporate,Email,594,20,229934,0.0,3,4,31,0
Male,Divorced,Civil Servant,Nkhata Bay,13,SME,Phone,718,18,8357987,0.0,4,4,47,0
Female,Divorced,Driver,Mulanje,16,Retail,Phone,514,16,4011177,0.0,4,2,45,0
Male,Divorced,Businessperson,Rumphi,15,Corporate,Email,555,4,5232778,85704.95,4,4,30,0
Female,Married,Civil Servant,Lilongwe,17,Retail,Email,850,5,7814777,0.0,1,2,42,0
Female,Single,Student,Ntcheu,20,Retail,Phone,702,13,6228262,105435.74,1,3,38,1
Female,Single,Farmer,Mangochi,17,Retail,Phone,499,18,8383345,0.0,1,5,37,0
Male,Divorced,Student,Nkhata Bay,10,Corporate,Phone,622,8,3985817,108513.25,2,1,34,0
Male,Divorced,Teacher,Likoma,6,Corporate,Email,709,12,4697908,156687.1,1,3,35,0
Male,Divorced,Farmer,Mwanza,2,SME,Phone,496,8,9108989,150604.52,1,0,31,0
Female,Single,Nurse,Dedza,13,Corporate,Phone,409,13,9231133,155114.9,4,2,44,0
Female,Single,Civil Servant,Nkhotakota,17,Corporate,Phone,378,4,8083313,0.0,2,5,35,0
Female,Divorced,Banker,Machinga,17,Retail,Phone,381,19,7278101,91216.0,4,2,64,0
Male,Divorced,Nurse,Ntcheu,3,Corporate,Email,680,12,4789198,141784.02,1,5,61,0
Female,Married,Teacher,Balaka,7,Corporate,Phone,424,13,3901244,127763.24,4,2,32,0
Female,Single,Nurse,Rumphi,1,Retail,Phone,664,3,2584965,0.0,3,5,32,0
Male,Married,Businessperson,Karonga,7,SME,Email,703,10,942635,82613.56,4,1,31,0
Female,Divorced,Nurse,Mwanza,16,Retail,Email,580,10,8035122,69423.52,4,5,32,0
Female,Married,Farmer,Dowa,3,Retail,Phone,411,14,6045327,86167.82,3,3,42,0
Female,Married,Student,Lilongwe,8,SME,Phone,531,14,466229,0.0,2,2,47,1
Male,Divorced,Civil Servant,Neno,11,Corporate,Phone,800,10,2874899,131406.56,1,4,30,0
Female,Married,Engineer,Nsanje,2,Corporate,Phone,516,11,5118099,121898.82,2,1,44,0
Male,Single,Engineer,Nsanje,16,Retail,Email,525,6,9527365,77487.2,4,0,32,0
Female,Divorced,Driver,Rumphi,17,SME,Email,349,9,2929613,0.0,2,3,75,0
Male,Divorced,Nurse,Mwanza,4,SME,Email,804,11,2027532,164450.94,3,1,45,1
Male,Married,Teacher,Chitipa,18,SME,Email,541,17,1863392,138705.02,1,1,33,0
Male,Divorced,Student,Chitipa,7,Retail,Email,786,11,954605,132730.17,4,3,37,0
Female,Married,Banker,Mzimba,2,SME,Email,691,1,4087910,0.0,1,2,30,0
Female,Single,Nurse,Mzimba,2,Corporate,Phone,316,12,3473662,0.0,4,1,66,0
Male,Married,Driver,Zomba,12,Retail,Email,334,10,1760071,116498.22,2,3,28,0
Female,Divorced,Farmer,Nkhotakota,12,Retail,Phone,417,4,4086966,0.0,1,3,41,0
Female,Single,Farmer,Likoma,7,Corporate,Email,757,12,2769962,139979.07,2,3,35,0
Female,Divorced,Teacher,Chikwawa,14,Corporate,Phone,459,9,5484457,127216.31,2,2,43,0
Female,Divorced,Banker,Blantyre,10,SME,Email,708,4,731437,0.0,4,1,45,1
Male,Single,Driver,Nkhotakota,4,SME,Email,826,2,2038925,148222.65,4,0,51,1
Female,Divorced,Banker,Ntcheu,9,Retail,Phone,359,7,3072881,0.0,2,0,41,0
Female,Married,Civil Servant,Dowa,20,Corporate,Email,671,6,1222216,0.0,4,0,38,0
Male,Divorced,Civil Servant,Nkhotakota,2,SME,Phone,322,12,671372,134152.29,2,3,30,0
Female,Divorced,Nurse,Karonga,1,Corporate,Phone,781,3,8158534,111537.23,3,4,32,1
Female,Single,Farmer,Neno,20,SME,Email,757,1,2370629,119565.92,1,4,39,0
Female,Single,Civil Servant,Ntchisi,15,SME,Phone,551,11,9902909,0.0,3,4,29,0
Male,Divorced,Engineer,Balaka,10,Corporate,Phone,823,1,8031950,0.0,2,4,38,0
Male,Divorced,Driver,Mchinji,2,Retail,Email,371,13,9444965,121063.8,3,3,46,1
Female,Divorced,Civil Servant,Ntcheu,6,SME,Email,615,9,3026946,124995.98,1,3,27,0
Male,Married,Banker,Dowa,10,Retail,Email,580,20,5870340,0.0,2,2,39,0
Female,Single,Student,Thyolo,11,SME,Phone,569,11,826792,86891.84,1,5,52,0
Male,Divorced,Businessperson,Nkhotakota,9,Corporate,Phone,730,12,7634084,0.0,1,2,38,0
Male,Divorced,Student,Nkhata Bay,14,Corporate,Email,647,1,2150665,78022.61,2,0,43,0
Male,Married,Engineer,Mulanje,15,Retail,Phone,547,8,5876204,154495.79,3,1,34,0
Male,Married,Banker,Ntchisi,14,SME,Phone,823,13,3707795,189443.72,3,1,38,0
Female,Single,Engineer,Zomba,9,Corporate,Email,449,16,3329021,152926.6,4,1,31,0
Female,Single,Civil Servant,Neno,1,Corporate,Phone,802,20,2580927,142989.69,1,1,44,1
Male,Married,Driver,Karonga,11,Corporate,Email,458,11,4152582,115371.94,1,1,43,0
Male,Single,Teacher,Mzimba,19,Retail,Email,587,15,5525688,0.0,2,5,37,0
Male,Single,Nurse,Balaka,2,SME,Phone,638,3,3892879,178056.54,4,2,38,0
Male,Married,Farmer,Ntcheu,19,Corporate,Email,507,8,3318375,206014.94,1,0,39,1
Male,Single,Driver,Nsanje,20,SME,Email,398,2,7149328,0.0,4,3,41,0
Male,Married,Farmer,Neno,17,Corporate,Email,643,12,2622497,101191.83,3,4,37,1
Female,Single,Driver,Karonga,14,Retail,Phone,661,8,7205235,0.0,3,5,55,0
Female,Single,Driver,Kasungu,20,Corporate,Phone,523,11,3975100,0.0,4,4,31,0
Male,Married,Businessperson,Karonga,4,SME,Phone,768,7,788814,0.0,2,3,33,0
Female,Married,Banker,Ntchisi,15,Corporate,Email,576,1,2728931,0.0,1,3,37,0
Male,Married,Farmer,Nkhata Bay,7,Retail,Phone,671,17,5131316,149814.54,1,4,32,0
Female,Married,Businessperson,Lilongwe,8,Corporate,Phone,760,9,8131792,115617.24,1,2,36,0
Male,Single,Civil Servant,Mangochi,1,SME,Phone,785,15,3707218,0.0,4,0,28,0
Female,Divorced,Banker,Nkhata Bay,13,SME,Email,436,9,1393641,113657.41,4,4,42,1
Male,Single,Student,Thyolo,5,Corporate,Phone,485,9,7789645,138160.0,3,2,39,0
Female,Divorced,Student,Chiradzulu,20,Corporate,Email,805,17,2626874,117700.86,1,1,36,0
Female,Married,Banker,Balaka,14,SME,Email,843,19,8406053,0.0,1,2,37,0
Male,Married,Teacher,Blantyre,8,SME,Email,337,8,5557573,122506.38,4,0,37,1
Female,Divorced,Engineer,Likoma,1,SME,Phone,702,16,8504318,0.0,3,0,58,1
Male,Married,Student,Blantyre,16,SME,Phone,710,6,5737868,0.0,3,0,59,1
Female,Single,Student,Likoma,11,Retail,Email,617,15,2878990,166501.17,4,5,39,0
Female,Married,Driver,Dedza,8,Corporate,Phone,836,10,1575533,89743.05,1,5,46,1
Female,Divorced,Teacher,Mchinji,6,SME,Phone,593,7,2813540,0.0,4,1,25,0
Male,Single,Civil Servant,Nsanje,3,SME,Phone,514,17,9091945,0.0,1,0,30,0
Male,Single,Nurse,Balaka,1,Retail,Phone,360,15,2498833,0.0,4,5,39,0
Female,Single,Driver,Chitipa,12,SME,Phone,427,13,5298906,0.0,2,0,35,1
Female,Divorced,Engineer,Ntchisi,9,Corporate,Phone,445,12,3165673,98894.39,3,0,18,0
Male,Single,Engineer,Nsanje,3,Corporate,Email,687,12,7493363,168735.74,1,5,37,0
Male,Divorced,Businessperson,Salima,12,Retail,Phone,629,19,2091072,0.0,1,1,34,0
Female,Single,Driver,Nkhotakota,3,SME,Email,493,17,8432413,133201.17,2,5,62,1
Female,Single,Farmer,Dowa,13,SME,Email,561,18,8372960,0.0,1,5,36,0
Male,Single,Teacher,Thyolo,11,Corporate,Email,704,3,9837303,127237.25,3,4,31,0
Male,Single,Farmer,Dedza,5,SME,Phone,629,1,756823,117864.85,3,3,36,0
Female,Divorced,Engineer,Machinga,8,Corporate,Email,300,6,4606716,153469.26,2,4,64,1
Male,Married,Civil Servant,Chiradzulu,17,Corporate,Phone,616,13,2133582,93911.3,1,2,23,0
Female,Single,Teacher,Dowa,9,Corporate,Phone,442,10,5176871,76597.79,1,1,46,0
Female,Single,Engineer,Nsanje,16,SME,Email,646,19,8957750,79927.36,2,5,40,0
Female,Single,Engineer,Neno,11,Retail,Phone,749,9,8500562,0.0,1,1,27,0
Male,Married,Teacher,Rumphi,8,Corporate,Email,738,17,7179443,40172.91,1,5,32,0
Male,Single,Teacher,Kasungu,2,Corporate,Phone,791,3,7604492,115195.58,3,2,33,0
Female,Single,Banker,Rumphi,2,Retail,Phone,448,19,2467218,116644.29,1,2,43,0
Male,Single,Driver,Blantyre,12,Corporate,Email,642,10,371637,180293.84,2,5,20,0
Female,Divorced,Nurse,Machinga,15,Retail,Phone,586,18,6617616,139872.81,3,4,30,0
Female,Divorced,Driver,Mulanje,6,Corporate,Phone,793,4,321148,34547.82,1,5,24,0
Female,Divorced,Farmer,Lilongwe,16,SME,Email,646,16,9263443,0.0,1,5,32,0
Male,Single,Student,Mchinji,6,SME,Phone,702,14,4477528,96462.25,4,0,29,0
Female,Divorced,Farmer,Zomba,16,SME,Phone,565,11,6416935,130334.35,3,1,40,0
Male,Single,Businessperson,Mangochi,13,Corporate,Phone,709,19,318429,119688.81,2,3,39,0
Male,Single,Farmer,Ntchisi,17,Corporate,Email,377,13,7067006,0.0,4,5,38,0
Male,Divorced,Civil Servant,Chiradzulu,5,SME,Phone,631,3,391557,0.0,1,4,52,1
Female,Divorced,Teacher,Kasungu,1,Retail,Phone,701,19,8644901,71187.24,1,2,32,0
Female,Married,Student,Likoma,7,SME,Email,736,7,7040141,0.0,1,5,47,0
Male,Single,Nurse,Salima,7,SME,Phone,844,16,1269063,0.0,3,0,37,0
Female,Married,Businessperson,Balaka,13,Corporate,Email,458,13,9655803,0.0,2,0,38,0
Female,Married,Engineer,Ntchisi,5,Corporate,Phone,478,12,7818914,136422.41,3,2,39,0
Male,Married,Banker,Kasungu,15,Corporate,Email,830,10,8068774,0.0,1,5,30,0
Female,Divorced,Farmer,Ntcheu,13,SME,Phone,720,15,8817983,0.0,1,4,25,0
Female,Married,Businessperson,Mulanje,15,Corporate,Phone,741,2,7718344,0.0,2,1,34,0
Male,Divorced,Teacher,Chitipa,5,Retail,Phone,754,4,2527011,153238.88,3,0,41,0
Male,Married,Civil Servant,Blantyre,16,SME,Phone,714,20,1697661,0.0,3,2,35,0
Female,Divorced,Farmer,Ntchisi,16,Corporate,Email,678,11,8794790,47536.4,2,1,78,0
Female,Divorced,Businessperson,Mchinji,13,SME,Phone,394,6,1941273,0.0,3,1,32,0
Male,Divorced,Nurse,Phalombe,7,Retail,Phone,778,3,9392626,142882.49,3,1,36,1
Female,Single,Driver,Mchinji,6,Corporate,Phone,598,20,845991,0.0,1,5,44,0
Female,Divorced,Businessperson,Dedza,8,SME,Phone,628,2,5593109,160566.11,2,0,31,0
Male,Married,Banker,Salima,2,SME,Phone,306,5,4978530,131935.51,2,4,65,1
Male,Divorced,Driver,Phalombe,15,Retail,Phone,692,9,8500584,127678.8,3,2,38,0
Female,Single,Nurse,Mzimba,8,Retail,Phone,338,19,1730081,105214.58,1,2,46,1
Male,Single,Driver,Mwanza,4,SME,Phone,348,15,4440172,139859.54,4,1,46,0
Female,Single,Nurse,Kasungu,7,Retail,Email,331,6,3774682,0.0,4,5,38,0
Female,Divorced,Businessperson,Likoma,4,SME,Phone,330,2,8842407,112324.45,3,2,34,0
Male,Single,Businessperson,Thyolo,12,Corporate,Phone,731,4,5064348,134497.27,3,5,30,0
Female,Married,Businessperson,Chikwawa,6,Retail,Email,750,8,9698207,120171.58,3,2,35,0
Male,Single,Civil Servant,Balaka,9,Retail,Email,489,5,9536871,106012.2,1,3,23,0
Male,Married,Businessperson,Nkhata Bay,14,SME,Email,462,6,9117170,0.0,3,1,25,0
Female,Married,Banker,Machinga,2,Corporate,Phone,353,3,3851797,0.0,1,5,34,0
Female,Divorced,Farmer,Salima,10,SME,Email,359,17,2916781,0.0,4,0,55,1
Male,Divorced,Businessperson,Dedza,12,SME,Email,411,6,8781938,0.0,1,3,51,1
Male,Married,Businessperson,Karonga,3,SME,Phone,848,14,2102827,119839.69,1,1,42,1
Male,Married,Engineer,Dowa,16,Retail,Phone,669,13,4758380,0.0,1,5,34,0
Male,Married,Engineer,Mangochi,5,Corporate,Email,841,14,3077427,92219.21,4,4,38,0
Male,Married,Civil Servant,Chitipa,14,SME,Email,423,1,2116548,142055.41,1,2,48,0
Female,Married,Businessperson,Karonga,4,SME,Email,346,10,1783442,29602.08,1,3,49,1
Female,Divorced,Civil Servant,Chitipa,18,Corporate,Email,775,17,6032272,0.0,1,4,46,0
Male,Single,Student,Chitipa,13,Corporate,Phone,606,14,1012871,0.0,4,4,34,0
Female,Single,Banker,Dedza,10,SME,Phone,483,11,7627644,0.0,4,2,44,0
Male,Single,Teacher,Karonga,14,Corporate,Email,493,13,857000,141803.77,3,2,37,0
Male,Married,Farmer,Blantyre,5,Retail,Phone,481,20,1113480,0.0,4,1,24,0
Male,Single,Teacher,Rumphi,20,Corporate,Email,576,15,9786709,0.0,1,3,42,0
Female,Single,Civil Servant,Nsanje,14,Corporate,Email,785,13,7371764,126589.12,1,1,47,1
Male,Divorced,Student,Nsanje,15,Retail,Email,453,6,4539813,108393.35,1,3,33,0
Male,Divorced,Student,Mangochi,4,Retail,Phone,694,14,7342560,115643.58,2,3,43,0
Male,Single,Farmer,Ntcheu,18,Retail,Email,580,10,8598906,132876.23,1,2,48,0
Female,Divorced,Farmer,Chitipa,3,Retail,Email,812,9,245100,110949.41,3,3,24,0
Male,Single,Nurse,Mulanje,5,Retail,Phone,604,8,5960255,130666.2,3,3,46,1
Female,Married,Nurse,Nkhata Bay,12,Retail,Email,533,16,4021798,103821.47,2,5,45,0
Female,Divorced,Businessperson,Mchinji,11,SME,Email,628,16,9430822,0.0,1,2,32,0
Male,Married,Teacher,Nkhotakota,9,Retail,Email,517,18,4991814,0.0,3,4,39,0
Male,Divorced,Civil Servant,Phalombe,5,Retail,Email,449,14,285316,132187.73,4,1,32,0
Male,Divorced,Teacher,Balaka,2,Corporate,Phone,449,8,6753000,98649.55,2,2,49,1
Male,Married,Teacher,Zomba,5,SME,Email,750,4,4329599,126444.08,2,1,38,0
Female,Married,Teacher,Rumphi,10,Retail,Phone,342,3,9157512,154159.51,3,2,30,0
Female,Single,Teacher,Rumphi,13,SME,Email,605,7,9414432,0.0,4,2,43,0
Male,Single,Driver,Likoma,12,Retail,Email,656,17,1547586,129250.0,4,0,48,0
Female,Divorced,Engineer,Thyolo,5,Retail,Email,481,5,413396,0.0,3,4,45,1
Female,Married,Businessperson,Mchinji,2,Retail,Phone,456,16,8843132,167733.51,2,5,33,0
Female,Married,Banker,Rumphi,5,Corporate,Phone,562,13,4779483,56116.3,2,5,31,0
Female,Divorced,Engineer,Kasungu,12,SME,Phone,536,18,883104,141581.08,3,1,30,0
Male,Divorced,Student,Likoma,16,Retail,Email,434,18,6808696,139675.07,3,0,50,0
Female,Married,Civil Servant,Nkhotakota,6,Corporate,Phone,771,9,7224197,66201.96,3,1,27,0
Female,Married,Banker,Mulanje,7,Corporate,Email,621,13,5757274,0.0,4,0,44,1
Male,Single,Businessperson,Mulanje,14,Corporate,Email,511,16,7648240,133658.24,1,3,34,0
Male,Married,Driver,Blantyre,20,Retail,Email,585,20,5586904,136202.78,1,4,25,0
Female,Single,Nurse,Kasungu,6,Retail,Email,398,18,7340132,131778.08,1,0,60,1
Male,Divorced,Student,Machinga,6,Retail,Phone,604,13,7582409,0.0,1,2,74,0
Female,Married,Teacher,Machinga,18,SME,Email,387,13,7599782,0.0,2,3,34,0
Female,Married,Businessperson,Blantyre,10,SME,Email,600,19,5542758,42712.87,2,3,26,0
Female,Single,Engineer,Mwanza,11,SME,Phone,742,3,2171767,0.0,3,3,28,0
Female,Divorced,Teacher,Salima,17,Corporate,Phone,667,7,5284003,0.0,1,4,57,1
Male,Married,Businessperson,Chitipa,12,Retail,Phone,784,7,5361068,142631.54,1,5,31,0
Male,Single,Student,Ntchisi,16,Retail,Phone,331,10,6628975,141204.65,4,4,33,0
Female,Divorced,Banker,Dowa,16,Corporate,Email,346,10,9102352,131402.21,4,1,25,0
Female,Married,Teacher,Nkhata Bay,16,Retail,Phone,725,3,7420520,92636.96,2,3,39,0
Female,Married,Teacher,Balaka,15,Corporate,Phone,498,19,5532605,0.0,4,5,51,1
Female,Married,Student,Mzimba,6,Corporate,Phone,415,10,8136365,102088.68,3,3,31,1
Male,Single,Civil Servant,Mchinji,12,Corporate,Phone,567,15,4119468,0.0,1,2,39,0
Female,Married,Engineer,Chiradzulu,2,Retail,Email,532,16,7474977,134887.53,4,0,38,0
Male,Single,Nurse,Blantyre,20,SME,Email,836,16,127239,0.0,4,5,48,0
Male,Divorced,Civil Servant,Ntchisi,6,Retail,Phone,465,18,927037,159900.38,4,3,28,0
Female,Single,Engineer,Ntcheu,13,SME,Email,460,18,7988159,102278.79,3,3,50,0
Female,Married,Nurse,Dowa,6,Corporate,Phone,321,3,5517836,0.0,4,0,41,0
Female,Divorced,Businessperson,Dowa,18,Corporate,Phone,513,8,3536712,0.0,1,5,43,0
Male,Divorced,Farmer,Zomba,3,SME,Phone,305,8,524614,0.0,3,1,58,0
Male,Single,Civil Servant,Chitipa,7,SME,Email,715,4,969045,76989.97,4,5,35,0
Female,Married,Farmer,Chitipa,18,Retail,Email,637,17,4336433,0.0,3,5,23,0
Male,Married,Civil Servant,Mzimba,15,SME,Phone,614,16,785946,0.0,4,1,35,0
Female,Single,Driver,Blantyre,8,Retail,Phone,460,17,2597762,114491.82,2,3,39,0
Male,Single,Driver,Lilongwe,17,Retail,Phone,566,18,3250762,144768.94,2,1,54,1
Male,Divorced,Banker,Blantyre,8,SME,Email,781,17,416271,145056.59,2,4,31,0
Male,Single,Banker,Chikwawa,19,Corporate,Email,467,15,9882274,117206.3,4,4,50,1
Male,Married,Civil Servant,Nkhotakota,20,SME,Email,462,10,771592,138014.4,2,0,41,0
Female,Divorced,Civil Servant,Salima,5,Retail,Phone,736,10,8973806,128352.59,1,1,45,1
Female,Divorced,Teacher,Balaka,2,SME,Email,700,8,2551089,112568.31,2,5,23,0
Male,Single,Teacher,Machinga,17,Retail,Email,839,17,4893648,0.0,4,3,33,0
Male,Divorced,Civil Servant,Likoma,16,Corporate,Email,513,10,3162808,176958.46,4,3,41,0
Female,Married,Nurse,Chiradzulu,17,Corporate,Phone,827,13,2798769,99167.54,3,1,38,0
Female,Single,Teacher,Phalombe,20,Corporate,Email,817,3,9171000,103210.27,2,2,42,0
Female,Single,Banker,Phalombe,15,Retail,Phone,605,15,1250793,104478.12,4,5,48,1
Male,Single,Engineer,Chitipa,18,SME,Email,826,7,1554222,125921.37,2,4,61,0
Female,Married,Driver,Mangochi,18,SME,Phone,646,8,3741810,0.0,2,0,35,0
Male,Single,Civil Servant,Nkhata Bay,8,Corporate,Email,743,14,1836467,80697.44,4,4,48,0
Female,Married,Driver,Nkhotakota,17,SME,Phone,455,4,1750404,161887.81,1,2,44,0
Male,Divorced,Nurse,Mwanza,19,Corporate,Email,764,3,1984283,109558.36,4,4,24,0
Male,Divorced,Teacher,Ntcheu,10,Corporate,Phone,433,20,4784361,124271.26,3,5,38,0
Male,Divorced,Teacher,Zomba,8,Corporate,Phone,542,6,787059,0.0,2,0,43,0
Male,Single,Nurse,Chiradzulu,2,SME,Phone,373,16,8464451,190569.23,3,5,42,0
Male,Divorced,Farmer,Mulanje,3,Corporate,Email,611,20,1818851,143923.96,1,3,53,1
Male,Single,Student,Nkhata Bay,2,SME,Phone,662,7,8747617,96542.16,2,3,48,0
Male,Married,Nurse,Balaka,4,Retail,Phone,823,6,8462396,0.0,2,1,33,0
Male,Divorced,Nurse,Nsanje,3,Corporate,Email,316,10,9363971,139825.56,2,5,45,1
Male,Single,Civil Servant,Dowa,8,SME,Email,596,11,5148693,111769.14,1,5,24,0
Male,Single,Student,Ntcheu,15,Retail,Phone,657,14,4943771,0.0,2,1,37,0
Male,Single,Student,Zomba,11,SME,Email,586,9,8546208,113672.18,1,5,30,0
Female,Divorced,Farmer,Mzimba,9,Retail,Phone,556,1,2246076,147256.86,2,0,32,0
Male,Married,Driver,Machinga,2,Corporate,Phone,562,2,111026,107023.03,3,5,45,0
Male,Divorced,Engineer,Dowa,12,Retail,Phone,326,1,4257598,125529.55,1,5,37,0
Female,Single,Businessperson,Rumphi,15,Retail,Phone,573,20,3674908,0.0,1,3,41,0
